ID,Class Label,Predicted_Class_Label
2632.bmp,24,24
2633.bmp,25,25
2634.bmp,26,26
2635.bmp,27,27
2636.bmp,28,28
2637.bmp,29,29
2638.bmp,30,30
2639.bmp,31,31
2640.bmp,32,35
2641.bmp,33,33
2642.bmp,34,34
2643.bmp,35,35
2644.bmp,36,36
2645.bmp,37,37
2646.bmp,38,38
2647.bmp,39,39
2648.bmp,40,40
2649.bmp,41,41
2650.bmp,42,42
2651.bmp,43,43
2652.bmp,44,116
2653.bmp,45,45
2654.bmp,46,118
2655.bmp,47,46
2656.bmp,48,48
2657.bmp,49,49
2658.bmp,50,52
2659.bmp,51,51
2660.bmp,52,82
2661.bmp,53,83
2662.bmp,54,54
2663.bmp,55,55
2664.bmp,56,56
2665.bmp,57,57
2666.bmp,58,58
2667.bmp,59,59
2668.bmp,60,60
2669.bmp,61,61
2670.bmp,62,62
2671.bmp,63,63
2672.bmp,64,64
2673.bmp,65,65
2674.bmp,66,66
2675.bmp,67,67
2676.bmp,68,68
2677.bmp,69,69
2678.bmp,70,112
2679.bmp,71,71
2680.bmp,72,72
2681.bmp,73,73
2682.bmp,74,74
2683.bmp,75,75
2684.bmp,76,76
2685.bmp,77,77
2686.bmp,78,78
2687.bmp,79,90
2688.bmp,0,0
2689.bmp,81,81
2690.bmp,82,82
2691.bmp,83,83
2692.bmp,84,85
2693.bmp,85,85
2694.bmp,86,86
2695.bmp,87,86
2696.bmp,88,88
2697.bmp,89,89
2698.bmp,90,90
2699.bmp,91,91
2700.bmp,92,94
2701.bmp,93,93
2702.bmp,94,94
2703.bmp,95,95
2704.bmp,96,96
2705.bmp,97,96
2706.bmp,98,98
2707.bmp,99,99
2708.bmp,100,100
2709.bmp,101,101
2710.bmp,102,102
2711.bmp,103,103
2712.bmp,104,104
2713.bmp,105,105
2714.bmp,106,106
2715.bmp,107,107
2716.bmp,108,108
2717.bmp,109,109
2718.bmp,110,110
2719.bmp,111,111
2720.bmp,112,112
2721.bmp,113,113
2722.bmp,114,111
2723.bmp,115,115
2724.bmp,116,116
2725.bmp,117,117
2726.bmp,118,118
2727.bmp,119,119
2728.bmp,120,120
2729.bmp,121,121
2730.bmp,122,122
2731.bmp,123,123
2732.bmp,124,124
2733.bmp,125,147
2734.bmp,126,128
2735.bmp,127,127
2736.bmp,128,128
2737.bmp,129,151
2738.bmp,130,130
2739.bmp,131,131
2740.bmp,132,131
2741.bmp,133,133
2742.bmp,134,134
2743.bmp,135,133
2744.bmp,136,136
2745.bmp,137,137
2746.bmp,138,138
2747.bmp,139,139
2748.bmp,140,140
2749.bmp,141,141
2750.bmp,142,142
2751.bmp,143,143
2752.bmp,144,144
2753.bmp,145,145
2754.bmp,146,146
2755.bmp,147,147
2756.bmp,148,148
2757.bmp,149,149
2758.bmp,150,150
2759.bmp,151,151
2760.bmp,152,152
2761.bmp,153,153
2762.bmp,154,154
2763.bmp,155,155
2764.bmp,1,1
2765.bmp,8,7
2766.bmp,13,4
2767.bmp,18,18
2768.bmp,21,21
2769.bmp,22,22
2770.bmp,23,23
2771.bmp,24,24
2772.bmp,25,25
2773.bmp,26,26
2774.bmp,27,27
2775.bmp,28,28
2776.bmp,29,29
2777.bmp,30,30
2778.bmp,31,31
2779.bmp,32,32
2780.bmp,33,33
2781.bmp,34,34
2782.bmp,35,35
2783.bmp,36,36
2784.bmp,37,37
2785.bmp,38,75
2786.bmp,39,39
2787.bmp,40,40
2788.bmp,41,41
2789.bmp,42,42
2790.bmp,43,43
2791.bmp,44,44
2792.bmp,45,45
2793.bmp,46,46
2794.bmp,47,47
2795.bmp,48,48
2796.bmp,49,145
2797.bmp,50,50
2798.bmp,51,51
2799.bmp,52,52
2800.bmp,53,53
2801.bmp,54,54
2802.bmp,55,55
2803.bmp,56,56
2804.bmp,57,57
2805.bmp,58,58
2806.bmp,59,59
2807.bmp,60,60
2808.bmp,61,61
2809.bmp,62,62
2810.bmp,63,63
2811.bmp,64,64
2812.bmp,65,65
2813.bmp,66,66
2814.bmp,67,67
2815.bmp,68,68
2816.bmp,69,69
2817.bmp,70,41
2818.bmp,71,71
2819.bmp,72,72
2820.bmp,73,73
2821.bmp,74,74
2822.bmp,75,75
2823.bmp,76,76
2824.bmp,77,77
2825.bmp,78,78
2826.bmp,79,67
2827.bmp,0,0
2828.bmp,81,81
2829.bmp,82,82
2830.bmp,83,83
2831.bmp,84,84
2832.bmp,85,85
2833.bmp,86,86
2834.bmp,87,87
2835.bmp,88,88
2836.bmp,89,89
2837.bmp,90,90
2838.bmp,91,91
2839.bmp,92,92
2840.bmp,93,93
2841.bmp,94,94
2842.bmp,95,95
2843.bmp,96,96
2844.bmp,97,97
2845.bmp,98,98
2846.bmp,99,99
2847.bmp,100,100
2848.bmp,101,101
2849.bmp,102,102
2850.bmp,103,103
2851.bmp,104,104
2852.bmp,105,105
2853.bmp,106,106
2854.bmp,107,73
2855.bmp,108,108
2856.bmp,109,31
2857.bmp,110,110
2858.bmp,111,73
2859.bmp,112,22
2860.bmp,113,113
2861.bmp,114,114
2862.bmp,115,115
2863.bmp,116,116
2864.bmp,117,117
2865.bmp,118,118
2866.bmp,119,119
2867.bmp,120,120
2868.bmp,121,121
2869.bmp,122,122
2870.bmp,123,123
2871.bmp,124,124
2872.bmp,125,125
2873.bmp,126,126
2874.bmp,127,127
2875.bmp,128,128
2876.bmp,129,129
2877.bmp,130,130
2878.bmp,131,131
2879.bmp,132,132
2880.bmp,133,133
2881.bmp,134,134
2882.bmp,135,135
2883.bmp,136,136
2884.bmp,137,137
2885.bmp,138,138
2886.bmp,139,139
2887.bmp,140,140
2888.bmp,141,141
2889.bmp,142,142
2890.bmp,143,143
2891.bmp,144,144
2892.bmp,145,145
2893.bmp,146,35
2894.bmp,147,127
2895.bmp,148,148
2896.bmp,149,149
2897.bmp,150,150
2898.bmp,151,151
2899.bmp,152,147
2900.bmp,153,153
2901.bmp,154,154
2902.bmp,155,155
2903.bmp,1,1
2904.bmp,8,81
2905.bmp,13,13
2906.bmp,18,72
2907.bmp,21,21
2908.bmp,22,22
2909.bmp,23,23
2910.bmp,24,24
2911.bmp,25,25
2912.bmp,26,26
2913.bmp,27,27
2914.bmp,28,28
2915.bmp,29,29
2916.bmp,30,30
2917.bmp,31,31
2918.bmp,32,32
2919.bmp,33,51
2920.bmp,34,34
2921.bmp,35,35
2922.bmp,36,36
2923.bmp,37,37
2924.bmp,38,38
2925.bmp,39,39
2926.bmp,40,40
2927.bmp,41,41
2928.bmp,42,42
2929.bmp,43,43
2930.bmp,44,44
2931.bmp,45,45
2932.bmp,46,46
2933.bmp,47,47
2934.bmp,48,48
2935.bmp,49,49
2936.bmp,50,50
2937.bmp,51,51
2938.bmp,52,52
2939.bmp,53,53
2940.bmp,54,60
2941.bmp,55,55
2942.bmp,56,56
2943.bmp,57,57
2944.bmp,58,58
2945.bmp,59,59
2946.bmp,60,60
2947.bmp,61,61
2948.bmp,62,62
2949.bmp,63,63
2950.bmp,64,64
2951.bmp,65,65
2952.bmp,66,66
2953.bmp,67,67
2954.bmp,68,68
2955.bmp,69,69
2956.bmp,70,70
2957.bmp,71,71
2958.bmp,72,72
2959.bmp,73,73
2960.bmp,74,74
2961.bmp,75,75
2962.bmp,76,76
2963.bmp,77,77
2964.bmp,78,78
2965.bmp,79,79
2966.bmp,0,0
2967.bmp,81,81
2968.bmp,82,82
2969.bmp,83,83
2970.bmp,84,43
2971.bmp,85,85
2972.bmp,86,86
2973.bmp,87,87
2974.bmp,88,139
2975.bmp,89,89
2976.bmp,90,90
2977.bmp,91,91
2978.bmp,92,92
2979.bmp,93,93
2980.bmp,94,94
2981.bmp,95,95
2982.bmp,96,96
2983.bmp,97,97
2984.bmp,98,98
2985.bmp,99,99
2986.bmp,100,100
2987.bmp,101,101
2988.bmp,102,102
2989.bmp,103,103
2990.bmp,104,104
2991.bmp,105,105
2992.bmp,106,106
2993.bmp,107,107
2994.bmp,108,10
2995.bmp,109,109
2996.bmp,110,110
2997.bmp,111,111
2998.bmp,112,112
2999.bmp,113,113
3000.bmp,114,114
3001.bmp,115,115
3002.bmp,116,116
3003.bmp,117,117
3004.bmp,118,118
3005.bmp,119,119
3006.bmp,120,120
3007.bmp,121,121
3008.bmp,122,122
3009.bmp,123,124
3010.bmp,124,124
3011.bmp,125,125
3012.bmp,126,126
3013.bmp,127,127
3014.bmp,128,128
3015.bmp,129,129
3016.bmp,130,130
3017.bmp,131,131
3018.bmp,132,132
3019.bmp,133,133
3020.bmp,134,134
3021.bmp,135,135
3022.bmp,136,136
3023.bmp,137,137
3024.bmp,138,138
3025.bmp,139,139
3026.bmp,140,141
3027.bmp,141,141
3028.bmp,142,142
3029.bmp,143,143
3030.bmp,144,144
3031.bmp,145,145
3032.bmp,146,146
3033.bmp,147,147
3034.bmp,148,148
3035.bmp,149,32
3036.bmp,150,150
3037.bmp,151,151
3038.bmp,152,147
3039.bmp,153,153
3040.bmp,154,154
3041.bmp,155,155
3042.bmp,1,1
3043.bmp,8,8
3044.bmp,13,13
3045.bmp,18,18
3046.bmp,21,21
3047.bmp,22,22
3048.bmp,23,23
3049.bmp,24,24
3050.bmp,25,25
3051.bmp,26,26
3052.bmp,27,27
3053.bmp,28,28
3054.bmp,29,29
3055.bmp,30,30
3056.bmp,31,31
3057.bmp,32,32
3058.bmp,33,33
3059.bmp,34,34
3060.bmp,35,35
3061.bmp,36,36
3062.bmp,37,37
3063.bmp,38,38
3064.bmp,39,39
3065.bmp,40,40
3066.bmp,41,41
3067.bmp,42,42
3068.bmp,43,43
3069.bmp,44,44
3070.bmp,45,45
3071.bmp,46,46
3072.bmp,47,118
3073.bmp,48,48
3074.bmp,49,145
3075.bmp,50,50
3076.bmp,51,51
3077.bmp,52,52
3078.bmp,53,53
3079.bmp,54,54
3080.bmp,55,55
3081.bmp,56,80
3082.bmp,57,57
3083.bmp,58,58
3084.bmp,59,59
3085.bmp,60,60
3086.bmp,61,61
3087.bmp,62,62
3088.bmp,63,63
3089.bmp,64,64
3090.bmp,65,65
3091.bmp,66,66
3092.bmp,67,67
3093.bmp,68,68
3094.bmp,69,69
3095.bmp,70,70
3096.bmp,71,71
3097.bmp,72,72
3098.bmp,73,73
3099.bmp,74,74
3100.bmp,75,75
3101.bmp,76,76
3102.bmp,77,77
3103.bmp,78,78
3104.bmp,79,79
3105.bmp,0,0
3106.bmp,81,81
3107.bmp,82,82
3108.bmp,83,83
3109.bmp,84,84
3110.bmp,85,85
3111.bmp,86,86
3112.bmp,87,87
3113.bmp,88,88
3114.bmp,89,89
3115.bmp,90,90
3116.bmp,91,91
3117.bmp,92,92
3118.bmp,93,93
3119.bmp,94,94
3120.bmp,95,95
3121.bmp,96,96
3122.bmp,97,97
3123.bmp,98,98
3124.bmp,99,99
3125.bmp,100,100
3126.bmp,101,101
3127.bmp,102,102
3128.bmp,103,103
3129.bmp,104,104
3130.bmp,105,87
3131.bmp,106,106
3132.bmp,107,107
3133.bmp,108,108
3134.bmp,109,109
3135.bmp,110,110
3136.bmp,111,111
3137.bmp,112,22
3138.bmp,113,113
3139.bmp,114,114
3140.bmp,115,115
3141.bmp,116,116
3142.bmp,117,117
3143.bmp,118,118
3144.bmp,119,95
3145.bmp,120,120
3146.bmp,121,121
3147.bmp,122,122
3148.bmp,123,123
3149.bmp,124,124
3150.bmp,125,125
3151.bmp,126,126
3152.bmp,127,127
3153.bmp,128,128
3154.bmp,129,129
3155.bmp,130,130
3156.bmp,131,131
3157.bmp,132,134
3158.bmp,133,133
3159.bmp,134,134
3160.bmp,135,135
3161.bmp,136,136
3162.bmp,137,137
3163.bmp,138,138
3164.bmp,139,139
3165.bmp,140,140
3166.bmp,141,141
3167.bmp,142,142
3168.bmp,143,143
3169.bmp,144,144
3170.bmp,145,145
3171.bmp,146,146
3172.bmp,147,147
3173.bmp,148,106
3174.bmp,149,132
3175.bmp,150,150
3176.bmp,151,151
3177.bmp,152,152
3178.bmp,153,153
3179.bmp,154,154
3180.bmp,155,155
3181.bmp,1,1
3182.bmp,8,8
3183.bmp,13,13
3184.bmp,18,18
3185.bmp,21,21
3186.bmp,22,22
3187.bmp,23,23
3188.bmp,24,24
3189.bmp,25,25
3190.bmp,26,26
3191.bmp,27,27
3192.bmp,28,28
3193.bmp,29,29
3194.bmp,30,30
3195.bmp,31,31
3196.bmp,32,32
3197.bmp,33,33
3198.bmp,34,52
3199.bmp,35,35
3200.bmp,36,96
3201.bmp,37,37
3202.bmp,38,38
3203.bmp,39,39
3204.bmp,40,40
3205.bmp,41,41
3206.bmp,42,42
3207.bmp,43,43
3208.bmp,44,44
3209.bmp,45,45
3210.bmp,46,118
3211.bmp,47,46
3212.bmp,48,48
3213.bmp,49,49
3214.bmp,50,50
3215.bmp,51,51
3216.bmp,52,52
3217.bmp,53,53
3218.bmp,54,54
3219.bmp,55,55
3220.bmp,56,56
3221.bmp,57,57
3222.bmp,58,58
3223.bmp,59,59
3224.bmp,60,60
3225.bmp,61,61
3226.bmp,62,65
3227.bmp,63,63
3228.bmp,64,64
3229.bmp,65,65
3230.bmp,66,66
3231.bmp,67,67
3232.bmp,68,68
3233.bmp,69,69
3234.bmp,70,76
3235.bmp,71,71
3236.bmp,72,72
3237.bmp,73,43
3238.bmp,74,74
3239.bmp,75,75
3240.bmp,76,76
3241.bmp,77,77
3242.bmp,78,78
3243.bmp,79,31
3244.bmp,0,0
3245.bmp,81,81
3246.bmp,82,82
3247.bmp,83,83
3248.bmp,84,84
3249.bmp,85,85
3250.bmp,86,86
3251.bmp,87,87
3252.bmp,88,106
3253.bmp,89,89
3254.bmp,90,90
3255.bmp,91,91
3256.bmp,92,92
3257.bmp,93,93
3258.bmp,94,94
3259.bmp,95,95
3260.bmp,96,96
3261.bmp,97,96
3262.bmp,98,98
3263.bmp,99,99
3264.bmp,100,100
3265.bmp,101,101
3266.bmp,102,102
3267.bmp,103,103
3268.bmp,104,104
3269.bmp,105,8
3270.bmp,106,106
3271.bmp,107,107
3272.bmp,108,108
3273.bmp,109,109
3274.bmp,110,110
3275.bmp,111,111
3276.bmp,112,112
3277.bmp,113,113
3278.bmp,114,114
3279.bmp,115,115
3280.bmp,116,116
3281.bmp,117,117
3282.bmp,118,118
3283.bmp,119,119
3284.bmp,120,120
3285.bmp,121,121
3286.bmp,122,122
3287.bmp,123,123
3288.bmp,124,124
3289.bmp,125,125
3290.bmp,126,126
3291.bmp,127,127
3292.bmp,128,128
3293.bmp,129,129
3294.bmp,130,130
3295.bmp,131,131
3296.bmp,132,132
3297.bmp,133,133
3298.bmp,134,134
3299.bmp,135,135
3300.bmp,136,136
3301.bmp,137,137
3302.bmp,138,138
3303.bmp,139,139
3304.bmp,140,140
3305.bmp,141,141
3306.bmp,142,142
3307.bmp,143,143
3308.bmp,144,144
3309.bmp,145,145
3310.bmp,146,146
3311.bmp,147,147
3312.bmp,148,148
3313.bmp,149,149
3314.bmp,150,150
3315.bmp,151,151
3316.bmp,152,152
3317.bmp,153,153
3318.bmp,154,154
3319.bmp,155,155
3320.bmp,1,1
3321.bmp,8,8
3322.bmp,13,13
3323.bmp,18,33
3324.bmp,21,21
3325.bmp,22,52
3326.bmp,23,22
3327.bmp,24,24
3328.bmp,25,25
3329.bmp,26,26
3330.bmp,27,27
3331.bmp,28,28
3332.bmp,29,29
3333.bmp,30,30
3334.bmp,31,31
3335.bmp,32,14
3336.bmp,33,96
3337.bmp,34,34
3338.bmp,35,23
3339.bmp,36,36
3340.bmp,37,37
3341.bmp,38,38
3342.bmp,39,39
3343.bmp,40,40
3344.bmp,41,41
3345.bmp,42,42
3346.bmp,43,43
3347.bmp,44,44
3348.bmp,45,45
3349.bmp,46,46
3350.bmp,47,47
3351.bmp,48,48
3352.bmp,49,145
3353.bmp,50,50
3354.bmp,51,51
3355.bmp,52,52
3356.bmp,53,53
3357.bmp,54,54
3358.bmp,55,55
3359.bmp,56,56
3360.bmp,57,81
3361.bmp,58,58
3362.bmp,59,59
3363.bmp,60,60
3364.bmp,61,61
3365.bmp,62,80
3366.bmp,63,63
3367.bmp,64,64
3368.bmp,65,65
3369.bmp,66,66
3370.bmp,67,67
3371.bmp,68,68
3372.bmp,69,74
3373.bmp,70,21
3374.bmp,71,71
3375.bmp,72,72
3376.bmp,73,73
3377.bmp,74,74
3378.bmp,75,75
3379.bmp,76,77
3380.bmp,77,77
3381.bmp,78,78
3382.bmp,79,79
3383.bmp,0,4
3384.bmp,81,81
3385.bmp,82,82
3386.bmp,83,83
3387.bmp,84,84
3388.bmp,85,84
3389.bmp,86,86
3390.bmp,87,87
3391.bmp,88,88
3392.bmp,89,89
3393.bmp,90,90
3394.bmp,91,91
3395.bmp,92,92
3396.bmp,93,93
3397.bmp,94,94
3398.bmp,95,95
3399.bmp,96,96
3400.bmp,97,96
3401.bmp,98,99
3402.bmp,99,99
3403.bmp,100,100
3404.bmp,101,101
3405.bmp,102,102
3406.bmp,103,103
3407.bmp,104,86
3408.bmp,105,105
3409.bmp,106,88
3410.bmp,107,89
3411.bmp,108,108
3412.bmp,109,109
3413.bmp,110,110
3414.bmp,111,111
3415.bmp,112,112
3416.bmp,113,113
3417.bmp,114,114
3418.bmp,115,115
3419.bmp,116,116
3420.bmp,117,117
3421.bmp,118,94
3422.bmp,119,119
3423.bmp,120,102
3424.bmp,121,121
3425.bmp,122,122
3426.bmp,123,123
3427.bmp,124,124
3428.bmp,125,125
3429.bmp,126,144
3430.bmp,127,127
3431.bmp,128,128
3432.bmp,129,129
3433.bmp,130,130
3434.bmp,131,131
3435.bmp,132,132
3436.bmp,133,133
3437.bmp,134,134
3438.bmp,135,135
3439.bmp,136,136
3440.bmp,137,137
3441.bmp,138,138
3442.bmp,139,139
3443.bmp,140,140
3444.bmp,141,141
3445.bmp,142,142
3446.bmp,143,143
3447.bmp,144,144
3448.bmp,145,145
3449.bmp,146,146
3450.bmp,147,124
3451.bmp,148,148
3452.bmp,149,149
3453.bmp,150,150
3454.bmp,151,151
3455.bmp,152,152
3456.bmp,153,153
3457.bmp,154,154
3458.bmp,155,155
3459.bmp,1,1
3460.bmp,8,8
3461.bmp,13,13
3462.bmp,18,18
3463.bmp,21,21
3464.bmp,22,22
3465.bmp,23,23
3466.bmp,24,24
3467.bmp,25,25
3468.bmp,26,26
3469.bmp,27,27
3470.bmp,28,28
3471.bmp,29,29
3472.bmp,30,30
3473.bmp,31,31
3474.bmp,32,32
3475.bmp,33,33
3476.bmp,34,18
3477.bmp,35,35
3478.bmp,36,36
3479.bmp,37,37
3480.bmp,38,38
3481.bmp,39,39
3482.bmp,40,40
3483.bmp,41,41
3484.bmp,42,42
3485.bmp,43,43
3486.bmp,44,44
3487.bmp,45,45
3488.bmp,46,46
3489.bmp,47,47
3490.bmp,48,48
3491.bmp,49,49
3492.bmp,50,50
3493.bmp,51,51
3494.bmp,52,52
3495.bmp,53,53
3496.bmp,54,54
3497.bmp,55,55
3498.bmp,56,56
3499.bmp,57,57
3500.bmp,58,58
3501.bmp,59,59
3502.bmp,60,60
3503.bmp,61,61
3504.bmp,62,62
3505.bmp,63,63
3506.bmp,64,64
3507.bmp,65,65
3508.bmp,66,66
3509.bmp,67,67
3510.bmp,68,68
3511.bmp,69,69
3512.bmp,70,70
3513.bmp,71,71
3514.bmp,72,72
3515.bmp,73,73
3516.bmp,74,68
3517.bmp,75,75
3518.bmp,76,76
3519.bmp,77,77
3520.bmp,78,78
3521.bmp,79,79
3522.bmp,0,0
3523.bmp,81,81
3524.bmp,82,82
3525.bmp,83,83
3526.bmp,84,84
3527.bmp,85,85
3528.bmp,86,86
3529.bmp,87,87
3530.bmp,88,94
3531.bmp,89,89
3532.bmp,90,90
3533.bmp,91,103
3534.bmp,92,92
3535.bmp,93,93
3536.bmp,94,94
3537.bmp,95,95
3538.bmp,96,96
3539.bmp,97,97
3540.bmp,98,98
3541.bmp,99,99
3542.bmp,100,100
3543.bmp,101,101
3544.bmp,102,102
3545.bmp,103,103
3546.bmp,104,104
3547.bmp,105,105
3548.bmp,106,106
3549.bmp,107,107
3550.bmp,108,108
3551.bmp,109,109
3552.bmp,110,110
3553.bmp,111,111
3554.bmp,112,112
3555.bmp,113,113
3556.bmp,114,114
3557.bmp,115,115
3558.bmp,116,116
3559.bmp,117,117
3560.bmp,118,118
3561.bmp,119,119
3562.bmp,120,120
3563.bmp,121,121
3564.bmp,122,122
3565.bmp,123,123
3566.bmp,124,124
3567.bmp,125,125
3568.bmp,126,126
3569.bmp,127,127
3570.bmp,128,128
3571.bmp,129,151
3572.bmp,130,130
3573.bmp,131,131
3574.bmp,132,131
3575.bmp,133,131
3576.bmp,134,122
3577.bmp,135,135
3578.bmp,136,124
3579.bmp,137,137
3580.bmp,138,138
3581.bmp,139,139
3582.bmp,140,140
3583.bmp,141,142
3584.bmp,142,142
3585.bmp,143,143
3586.bmp,144,144
3587.bmp,145,145
3588.bmp,146,146
3589.bmp,147,147
3590.bmp,148,148
3591.bmp,149,149
3592.bmp,150,150
3593.bmp,151,151
3594.bmp,152,152
3595.bmp,153,153
3596.bmp,154,154
3597.bmp,155,155
3598.bmp,0,0
3599.bmp,81,81
3600.bmp,82,100
3601.bmp,83,83
3602.bmp,84,84
3603.bmp,85,96
3604.bmp,86,86
3605.bmp,87,87
3606.bmp,88,88
3607.bmp,89,89
3608.bmp,90,90
3609.bmp,91,91
3610.bmp,92,92
3611.bmp,93,93
3612.bmp,94,94
3613.bmp,95,95
3614.bmp,96,96
3615.bmp,97,96
3616.bmp,98,98
3617.bmp,99,99
3618.bmp,100,100
3619.bmp,101,101
3620.bmp,102,102
3621.bmp,103,103
3622.bmp,104,104
3623.bmp,105,105
3624.bmp,106,106
3625.bmp,107,107
3626.bmp,108,108
3627.bmp,109,109
3628.bmp,110,110
3629.bmp,111,111
3630.bmp,112,112
3631.bmp,113,110
3632.bmp,114,114
3633.bmp,115,25
3634.bmp,116,116
3635.bmp,117,117
3636.bmp,118,118
3637.bmp,119,119
3638.bmp,120,120
3639.bmp,121,121
3640.bmp,122,122
3641.bmp,123,123
3642.bmp,124,124
3643.bmp,125,127
3644.bmp,126,126
3645.bmp,127,127
3646.bmp,128,128
3647.bmp,129,129
3648.bmp,130,151
3649.bmp,131,131
3650.bmp,132,131
3651.bmp,133,133
3652.bmp,134,134
3653.bmp,135,135
3654.bmp,136,135
3655.bmp,137,137
3656.bmp,138,138
3657.bmp,139,139
3658.bmp,140,145
3659.bmp,141,141
3660.bmp,142,141
3661.bmp,143,143
3662.bmp,144,144
3663.bmp,145,145
3664.bmp,146,146
3665.bmp,147,147
3666.bmp,148,148
3667.bmp,149,149
3668.bmp,150,150
3669.bmp,151,151
3670.bmp,152,152
3671.bmp,153,153
3672.bmp,154,154
3673.bmp,155,155
3674.bmp,1,1
3675.bmp,8,8
3676.bmp,13,13
3677.bmp,18,155
3678.bmp,21,21
3679.bmp,22,22
3680.bmp,23,23
3681.bmp,24,24
3682.bmp,25,25
3683.bmp,26,26
3684.bmp,27,27
3685.bmp,28,28
3686.bmp,29,29
3687.bmp,30,30
3688.bmp,31,31
3689.bmp,32,85
3690.bmp,33,33
3691.bmp,34,34
3692.bmp,35,119
3693.bmp,36,36
3694.bmp,37,37
3695.bmp,38,38
3696.bmp,39,39
3697.bmp,40,40
3698.bmp,41,41
3699.bmp,42,42
3700.bmp,43,43
3701.bmp,44,2
3702.bmp,45,45
3703.bmp,46,46
3704.bmp,47,47
3705.bmp,48,48
3706.bmp,49,49
3707.bmp,50,50
3708.bmp,51,51
3709.bmp,52,52
3710.bmp,53,53
3711.bmp,54,36
3712.bmp,55,55
3713.bmp,56,80
3714.bmp,57,57
3715.bmp,58,58
3716.bmp,59,59
3717.bmp,60,60
3718.bmp,61,61
3719.bmp,62,62
3720.bmp,63,63
3721.bmp,64,64
3722.bmp,65,65
3723.bmp,66,66
3724.bmp,67,67
3725.bmp,68,68
3726.bmp,69,69
3727.bmp,70,70
3728.bmp,71,71
3729.bmp,72,72
3730.bmp,73,73
3731.bmp,74,74
3732.bmp,75,75
3733.bmp,76,76
3734.bmp,77,77
3735.bmp,78,78
3736.bmp,79,79
3737.bmp,0,0
3738.bmp,81,81
3739.bmp,82,82
3740.bmp,83,4
3741.bmp,84,84
3742.bmp,85,85
3743.bmp,86,86
3744.bmp,87,87
3745.bmp,88,88
3746.bmp,89,89
3747.bmp,90,90
3748.bmp,91,91
3749.bmp,92,92
3750.bmp,93,93
3751.bmp,94,94
3752.bmp,95,95
3753.bmp,96,96
3754.bmp,97,96
3755.bmp,98,98
3756.bmp,99,62
3757.bmp,100,100
3758.bmp,101,101
3759.bmp,102,102
3760.bmp,103,103
3761.bmp,104,104
3762.bmp,105,105
3763.bmp,106,1
3764.bmp,107,107
3765.bmp,108,108
3766.bmp,109,109
3767.bmp,110,110
3768.bmp,111,111
3769.bmp,112,112
3770.bmp,113,113
3771.bmp,114,114
3772.bmp,115,73
3773.bmp,116,116
3774.bmp,117,0
3775.bmp,118,118
3776.bmp,119,92
3777.bmp,120,120
3778.bmp,121,121
3779.bmp,122,123
3780.bmp,123,123
3781.bmp,124,124
3782.bmp,125,125
3783.bmp,126,144
3784.bmp,127,127
3785.bmp,128,128
3786.bmp,129,151
3787.bmp,130,130
3788.bmp,131,131
3789.bmp,132,132
3790.bmp,133,133
3791.bmp,134,134
3792.bmp,135,135
3793.bmp,136,123
3794.bmp,137,137
3795.bmp,138,138
3796.bmp,139,139
3797.bmp,140,140
3798.bmp,141,141
3799.bmp,142,142
3800.bmp,143,143
3801.bmp,144,144
3802.bmp,145,145
3803.bmp,146,146
3804.bmp,147,127
3805.bmp,148,15
3806.bmp,149,149
3807.bmp,150,150
3808.bmp,151,151
3809.bmp,152,128
3810.bmp,153,153
3811.bmp,154,72
3812.bmp,155,155
3813.bmp,1,1
3814.bmp,8,8
3815.bmp,13,13
3816.bmp,18,33
3817.bmp,21,21
3818.bmp,22,22
3819.bmp,23,23
3820.bmp,24,24
3821.bmp,25,25
3822.bmp,26,26
3823.bmp,27,27
3824.bmp,28,28
3825.bmp,29,29
3826.bmp,30,30
3827.bmp,31,31
3828.bmp,32,32
3829.bmp,33,33
3830.bmp,34,34
3831.bmp,35,35
3832.bmp,36,36
3833.bmp,37,37
3834.bmp,38,38
3835.bmp,39,39
3836.bmp,40,40
3837.bmp,41,41
3838.bmp,42,42
3839.bmp,43,43
3840.bmp,44,44
3841.bmp,45,45
3842.bmp,46,46
3843.bmp,47,47
3844.bmp,48,48
3845.bmp,49,49
3846.bmp,50,50
3847.bmp,51,51
3848.bmp,52,52
3849.bmp,53,53
3850.bmp,54,54
3851.bmp,55,55
3852.bmp,56,56
3853.bmp,57,57
3854.bmp,58,58
3855.bmp,59,59
3856.bmp,60,60
3857.bmp,61,61
3858.bmp,62,62
3859.bmp,63,63
3860.bmp,64,64
3861.bmp,65,65
3862.bmp,66,66
3863.bmp,67,67
3864.bmp,68,68
3865.bmp,69,69
3866.bmp,70,70
3867.bmp,71,71
3868.bmp,72,72
3869.bmp,73,73
3870.bmp,74,74
3871.bmp,75,75
3872.bmp,76,76
3873.bmp,77,77
3874.bmp,78,78
3875.bmp,79,79
3876.bmp,0,0
3877.bmp,81,81
3878.bmp,82,82
3879.bmp,83,83
3880.bmp,84,33
3881.bmp,85,85
3882.bmp,86,86
3883.bmp,87,87
3884.bmp,88,88
3885.bmp,89,89
3886.bmp,90,90
3887.bmp,91,91
3888.bmp,92,92
3889.bmp,93,93
3890.bmp,94,94
3891.bmp,95,95
3892.bmp,96,96
3893.bmp,97,97
3894.bmp,98,98
3895.bmp,99,99
3896.bmp,100,100
3897.bmp,101,101
3898.bmp,102,102
3899.bmp,103,103
3900.bmp,104,62
3901.bmp,105,105
3902.bmp,106,106
